Time Stamp, Battery Amperage, Battery Voltage, Battery Power In,, Motor Current (AC), Motor Voltage (AC), Motor Power,, Motor Controller Battery Current, Motor Controller Capacitor Voltage,MC Power,1.132350068,, Vehicle Speed, Motor Velocity, 
11:41:21,36.1,310.32,11.202552,,76,283.8125,21.56975,,45,308.3125,13.8740625,1.238473385,,636,1987,
11:41:22,39.4,310.17,12.220698,,69,290.1875,20.0229375,,44,308.5625,13.57675,1.110963547,,637,1990,
11:41:23,33.3,310.59,10.342647,,69,288.1875,19.8849375,,37,308.6875,11.4214375,1.104305068,,639,1997,
11:41:24,31.1,310.46,9.655306,,63,290.4375,18.2975625,,39,308.6875,12.0388125,1.246859758,,637,1990,
11:41:25,38.9,310.34,12.072226,,64,286.8125,18.356,,42,308.9375,12.975375,1.074812135,,637,1989,
11:41:26,39.6,309.97,12.274812,,66,289.6875,19.119375,,46,308.9375,14.211125,1.157746856,,635,1983,
11:41:27,41.4,310.02,12.834828,,69,278.375,19.207875,,45,308.5625,13.8853125,1.081846403,,635,1985,
11:41:28,38.3,310.04,11.874532,,73,290.6875,21.2201875,,46,308.3125,14.182375,1.194352333,,636,1988,
11:41:29,37.5,310.25,11.634375,,63,289.8125,18.2581875,,41,309.1875,12.6766875,1.089589041,,638,1994,
11:41:30,29.8,310.46,9.251708,,71,288.0625,20.4524375,,39,309.0625,12.0534375,1.302833758,,639,1996,
11:41:31,31.7,310.58,9.845386,,69,289.8125,19.9970625,,37,308.9375,11.4306875,1.161019741,,638,1994,
11:41:32,34.5,310.48,10.71156,,66,285,18.81,,38,309.0625,11.744375,1.096420596,,638,1992,
11:41:33,35.8,310.45,11.11411,,73,287.0625,20.9555625,,40,308.5625,12.3425,1.110525269,,636,1988,
11:41:34,30.1,310.71,9.352371,,69,287.0625,19.8073125,,36,308.6875,11.11275,1.188228097,,639,1995,
11:41:35,30.7,310.69,9.538183,,76,282,21.432,,35,308.6875,10.8040625,1.132717049,,639,1997,
11:41:36,23.9,310.87,7.429793,,66,286.0625,18.880125,,34,309.4375,10.520875,1.416038778,,640,1999,
11:41:37,26.2,311,8.1482,,63,294.5625,18.5574375,,33,309.0625,10.1990625,1.25169516,,638,1992,
11:41:38,35.1,310.66,10.904166,,68,285.75,19.431,,38,309.0625,11.744375,1.077053944,,637,1989,
11:41:39,32.9,310.69,10.221701,,61,285,17.385,,35,309.3125,10.8259375,1.059113107,,636,1988,
11:41:40,28.7,310.93,8.923691,,68,282.375,19.2015,,35,309.1875,10.8215625,1.212677859,,637,1989,
11:41:41,31.2,310.78,9.696336,,62,285.375,17.69325,,35,308.4375,10.7953125,1.113339358,,636,1988,
11:41:42,29.7,310.97,9.235809,,71,286,20.306,,34,309.0625,10.508125,1.13775902,,635,1985,
11:41:43,31.8,310.6,9.87708,,70,286.75,20.0725,,39,309.1875,12.0583125,1.220837788,,634,1980,
11:41:44,36.2,310.57,11.242634,,71,280.9375,19.9465625,,40,308.6875,12.3475,1.098274657,,635,1983,
11:41:45,38.8,310.38,12.042744,,72,284.1875,20.4615,,42,308.0625,12.938625,1.074391767,,635,1983,
11:41:46,36.7,310.31,11.388377,,72,288.1875,20.7495,,42,309.0625,12.980625,1.139813426,,636,1986,
11:41:47,35.3,310.43,10.958179,,73,289.625,21.142625,,40,308.4375,12.3375,1.12587137,,637,1989,
11:41:48,38.3,310.32,11.885256,,79,282.75,22.33725,,42,308.0625,12.938625,1.088628213,,638,1992,
11:41:49,35.2,310.48,10.928896,,72,279.9375,20.1555,,37,308.8125,11.4260625,1.045491008,,639,1994,
11:41:50,31.6,310.65,9.81654,,62,291.0625,18.045875,,37,309.4375,11.4491875,1.166315983,,638,1991,
11:41:51,34,310.55,10.5587,,77,278.625,21.454125,,38,308.5625,11.725375,1.11049419,,637,1990,
11:41:52,33.3,310.59,10.342647,,66,286.75,18.9255,,39,309.1875,12.0583125,1.165882631,,637,1989,
11:41:53,36,310.39,11.17404,,67,287.3125,19.2499375,,41,308.8125,12.6613125,1.133100696,,636,1987,
11:41:54,36.6,310.32,11.357712,,78,277.0625,21.610875,,42,308.8125,12.970125,1.141966357,,636,1988,
11:41:55,33,310.35,10.24155,,62,290.6875,18.022625,,41,309.0625,12.6715625,1.237269993,,636,1990,
11:41:56,35.3,310.55,10.962415,,65,286.75,18.63875,,39,309.3125,12.0631875,1.100413321,,637,1988,
11:41:57,34,310.39,10.55326,,62,290.1875,17.991625,,40,308.1875,12.3275,1.168122457,,638,1992,
11:41:58,30,310.5,9.315,,66,288.0625,19.012125,,38,309.1875,11.749125,1.261312399,,639,1993,
11:41:59,31.7,310.45,9.841265,,65,280.5625,18.2365625,,40,308.4375,12.3375,1.25364981,,638,1994,
11:42:00,27.9,310.64,8.666856,,69,286.0625,19.7383125,,36,308.6875,11.11275,1.282212373,,638,1993,
11:42:01,29.1,310.68,9.040788,,66,285,18.81,,36,309.1875,11.13075,1.231170336,,637,1992,
11:42:01,29.1,310.7,9.04137,,0,0,0,,0,0,0,0,,0,0,
11:42:02,29.5,310.65,9.164175,,62,289.125,17.92575,,36,309.4375,11.13975,1.21557587,,636,1987,
11:42:03,35,310.61,10.87135,,73,279.625,20.412625,,39,308.8125,12.0436875,1.107837343,,637,1989,
11:42:04,34.1,310.44,10.586004,,70,282.125,19.74875,,40,308.3125,12.3325,1.164981612,,634,1981,
11:42:05,35.9,310.4,11.14336,,65,285.875,18.581875,,42,308.1875,12.943875,1.161577388,,635,1985,
11:42:06,35.2,310.32,10.923264,,75,286.8125,21.5109375,,41,308.6875,12.6561875,1.158645209,,635,1985,
11:42:07,33.3,310.47,10.338651,,71,288.375,20.474625,,40,309.3125,12.3725,1.196722861,,637,1990,
11:42:08,35,310.35,10.86225,,71,292.5,20.7675,,39,309.0625,12.0534375,1.109663053,,637,1990,
11:42:09,33.4,310.58,10.373372,,59,288.0625,16.9956875,,37,308.9375,11.4306875,1.101925921,,637,1989,
11:42:10,30.9,310.55,9.595995,,71,277.1875,19.6803125,,36,308.9375,11.12175,1.158999145,,636,1986,
11:42:11,33.1,310.61,10.281191,,63,289.6875,18.2503125,,39,308.9375,12.0485625,1.171903382,,637,1991,
11:42:12,33.6,310.37,10.428432,,58,284.4375,16.497375,,41,308.3125,12.6408125,1.212148912,,636,1987,
11:42:13,37.7,310.41,11.702457,,69,289.6875,19.9884375,,39,309.4375,12.0680625,1.031241773,,638,1993,
11:42:14,32.4,310.53,10.061172,,66,284.75,18.7935,,38,308.5625,11.725375,1.165408463,,637,1990,
11:42:15,33.1,310.56,10.279536,,68,290.5625,19.75825,,38,309.0625,11.744375,1.142500498,,637,1991,
11:42:16,33.3,310.52,10.340316,,67,288.625,19.337875,,40,309.1875,12.3675,1.19604662,,637,1990,
11:42:17,33.4,310.66,10.376044,,71,278.1875,19.7513125,,37,308.6875,11.4214375,1.100750681,,637,1989,
11:42:18,31.3,310.46,9.717398,,72,289.375,20.835,,39,309.4375,12.0680625,1.241902668,,637,1991,
11:42:19,30.3,310.54,9.409362,,73,285.375,20.832375,,37,308.8125,11.4260625,1.214329144,,637,1991,
11:42:20,31,310.72,9.63232,,70,285.125,19.95875,,37,308.8125,11.4260625,1.186221232,,638,1992,
11:42:21,33,310.6,10.2498,,75,281.25,21.09375,,36,308.9375,11.12175,1.085069953,,637,1991,
11:42:22,29.8,310.89,9.264522,,74,277.625,20.54425,,36,309.3125,11.13525,1.201923855,,637,1990,
11:42:23,31,310.5,9.6255,,76,283,21.508,,37,308.3125,11.4075625,1.185139733,,637,1989,
11:42:24,30.4,310.66,9.444064,,65,283.4375,18.4234375,,38,308.6875,11.730125,1.242063269,,636,1988,
11:42:25,36.1,310.59,11.212299,,70,284.75,19.9325,,38,309.3125,11.753875,1.048301958,,637,1989,
11:42:26,35.7,310.49,11.084493,,78,275.4375,21.484125,,40,308.9375,12.3575,1.114845758,,637,1989,
11:42:27,38.6,310.23,11.974878,,73,287.6875,21.0011875,,42,308.3125,12.949125,1.081357572,,636,1987,
11:42:28,29,310.65,9.00885,,67,286,19.162,,37,308.3125,11.4075625,1.266261787,,637,1991,
11:42:29,35.5,310.4,11.0192,,77,283.3125,21.8150625,,41,308.3125,12.6408125,1.147162453,,636,1986,
11:42:30,34.6,310.57,10.745722,,64,286,18.304,,37,309.0625,11.4353125,1.064173492,,636,1987,
11:42:31,34.5,310.39,10.708455,,71,288.5,20.4835,,40,308.8125,12.3525,1.15352775,,635,1984,
11:42:32,34.9,310.44,10.834356,,70,277.625,19.43375,,40,309.625,12.385,1.143122858,,637,1991,
11:42:33,31.5,310.46,9.77949,,69,284.125,19.604625,,39,309.875,12.085125,1.235762294,,636,1987,
11:42:34,37.7,310.41,11.702457,,69,288.5,19.9065,,40,308.4375,12.3375,1.054265784,,637,1990,
11:42:35,34.4,310.5,10.6812,,59,295.875,17.456625,,40,308.6875,12.3475,1.156003071,,636,1987,
11:42:36,38.7,310.51,12.016737,,67,291.0625,19.5011875,,38,309.3125,11.753875,0.978125343,,637,1990,
11:42:37,33.5,310.3,10.39505,,72,284.4375,20.4795,,41,308.6875,12.6561875,1.217520599,,637,1989,
11:42:38,33.3,310.49,10.339317,,70,286.3125,20.041875,,38,309.3125,11.753875,1.136813486,,638,1993,
11:42:39,33.5,310.44,10.39974,,68,291.6875,19.83475,,39,308.3125,12.0241875,1.15620078,,638,1992,
11:42:40,33.7,310.64,10.468568,,64,291.4375,18.652,,36,309.3125,11.13525,1.063684164,,637,1991,
11:42:41,29.1,310.61,9.038751,,61,280.5625,17.1143125,,37,309.0625,11.4353125,1.265142994,,638,1992,
11:42:42,35.3,310.4,10.95712,,74,285.5,21.127,,39,308.6875,12.0388125,1.098720512,,637,1989,
11:42:43,32.7,310.58,10.155966,,69,289.625,19.984125,,38,309.0625,11.744375,1.156401567,,637,1990,
11:42:44,34.4,310.56,10.683264,,73,281.75,20.56775,,37,308.8125,11.4260625,1.069529172,,636,1987,
11:42:45,30.4,310.64,9.443456,,67,287.3125,19.2499375,,38,309.1875,11.749125,1.244155212,,637,1989,
11:42:46,33.8,310.54,10.496252,,67,288.0625,19.3001875,,37,308.6875,11.4214375,1.088144368,,636,1988,
11:42:47,33.2,310.55,10.31026,,76,291.375,22.1445,,38,308.5625,11.725375,1.137253086,,638,1992,
11:42:48,29.9,310.51,9.284249,,68,289.125,19.6605,,36,308.1875,11.09475,1.195007803,,636,1988,
11:42:49,33.3,310.49,10.339317,,81,274,22.194,,39,309.0625,12.0534375,1.165786628,,635,1983,
11:42:50,33,310.53,10.24749,,71,282.8125,20.0796875,,39,309.625,12.075375,1.178373924,,634,1981,
11:42:51,34.6,310.34,10.737764,,69,281.6875,19.4364375,,40,308,12.32,1.147352466,,635,1984,
11:42:52,35,310.3,10.8605,,62,286.375,17.75525,,40,308.1875,12.3275,1.135076654,,636,1986,
11:42:53,36,310.34,11.17224,,73,290.8125,21.2293125,,40,309.0625,12.3625,1.106537275,,637,1991,
11:42:54,39.3,310.32,12.195576,,68,292.5,19.89,,41,309.1875,12.6766875,1.039449674,,636,1987,
11:42:55,37.3,310.32,11.574936,,70,281.875,19.73125,,40,308.6875,12.3475,1.066744559,,636,1987,
11:42:56,40.7,310.09,12.620663,,72,289.6875,20.8575,,43,308.4375,13.2628125,1.050880806,,634,1982,
11:42:57,37.2,310.3,11.54316,,72,288.25,20.754,,42,308.1875,12.943875,1.121345888,,637,1990,
11:42:58,35.7,310.28,11.076996,,62,293,18.166,,41,308.5625,12.6510625,1.14210229,,636,1989,
11:42:59,36.1,310.1,11.19461,,68,289.25,19.669,,42,308,12.936,1.155556111,,638,1991,
11:43:00,35,310.12,10.8542,,72,281.6875,20.2815,,43,308.8125,13.2789375,1.223391636,,637,1991,
11:43:01,30.2,310.57,9.379214,,65,291.25,18.93125,,35,309.3125,10.8259375,1.15424784,,639,1994,
11:43:01,0,0,0,,67,0,0,,0,309.3125,0,,,0,0,
11:43:02,36.1,310.32,11.202552,,71,281.375,19.977625,,41,308.5625,12.6510625,1.129301832,,634,1982,
11:43:03,36.5,310.23,11.323395,,72,291.6875,21.0015,,41,308.5625,12.6510625,1.11724995,,637,1990,
11:43:04,32.4,310.52,10.060848,,67,294.1875,19.7105625,,38,309.3125,11.753875,1.168278757,,636,1988,
11:43:05,-34.9,314.57,-10.978493,,82,250.625,20.55125,,4071,313,1274.223,,,613,1912,
11:43:06,-41.9,315.6,-13.22364,,74,247.0625,18.282625,,4058,314.5,1276.241,,,566,1764,
11:43:07,-43,316.04,-13.58972,,56,234.9375,13.1565,,4056,314.5625,1275.8655,,,513,1600,
11:43:08,-41.5,316.15,-13.120225,,43,227.8125,9.7959375,,4057,315.3125,1279.222813,,,460,1436,
11:43:09,-35,316.05,-11.06175,,40,219.875,8.795,,4062,315.1875,1280.291625,,,408,1272,
11:43:10,-23.5,315.65,-7.417775,,23,187.6875,4.3168125,,4069,314,1277.666,,,359,1118,
11:43:11,33.4,312.23,10.428482,,41,202.125,8.287125,,24,310.25,7.446,,,342,1069,
11:43:12,-0.9,313.96,-0.282564,,0,184.125,0,,4090,311.8125,1275.313125,,,350,1087,
11:43:13,-11.9,314.46,-3.742074,,18,163.9375,2.950875,,4085,313.125,1279.115625,,,313,977,
11:43:14,-0.1,314.02,-0.031402,,5,135.4375,0.6771875,,4090,312.5625,1278.380625,,,252,784,
11:43:15,0.4,313.88,0.125552,,0,93.9375,0,,4095,312.5625,1279.943438,,,180,557,
11:43:16,0.6,313.86,0.188316,,0,61,0,,4095,311.6875,1276.360313,,,113,353,
11:43:17,0.8,313.87,0.251096,,0,32.8125,0,,4095,312.1875,1278.407813,,,66,205,
11:43:18,0.8,313.89,0.251112,,0,13.375,0,,4095,312.5625,1279.943438,,,34,104,
11:43:19,29.5,313.03,9.234385,,197,34,6.698,,16,310.625,4.97,0.538205847,,27,86,
11:43:20,99.6,306.21,30.498516,,264,130.9375,34.5675,,124,305.0625,37.82775,1.240314447,,151,487,
11:43:21,117.4,305.85,35.90679,,175,188.6875,33.0203125,,125,304,38,1.058295659,,264,831,
11:43:22,113.7,305.54,34.739898,,137,225.3125,30.8678125,,123,303.25,37.29975,1.073686227,,344,1082,
11:43:23,113.6,305.45,34.69912,,109,258.5,28.1765,,119,303.375,36.101625,1.040419037,,408,1275,
11:43:24,110.2,305.36,33.650672,,101,283.0625,28.5893125,,114,302.6875,34.506375,1.025429002,,468,1463,
11:43:25,115.2,304.86,35.119872,,106,277.125,29.37525,,119,302.9375,36.0495625,1.026471922,,522,1630,
11:43:26,111.5,304.86,33.99189,,114,271.6875,30.972375,,119,302.5625,36.0049375,1.059221405,,570,1781,
11:43:27,91.2,305.9,27.89808,,100,280.4375,28.04375,,101,304.25,30.72925,1.101482611,,609,1904,
11:43:28,67.6,307.26,20.770776,,92,281.5625,25.90375,,78,305.5625,23.833875,1.147471573,,635,1984,
11:43:29,50.1,308.47,15.454347,,81,286.125,23.176125,,58,306.875,17.79875,1.151698613,,649,2027,
11:43:30,45.7,308.85,14.114445,,80,285.125,22.81,,54,307.125,16.58475,1.175019634,,655,2047,
11:43:31,28.1,310.16,8.715496,,71,280.4375,19.9110625,,36,308,11.088,1.27221675,,657,2052,
11:43:32,22.9,310.5,7.11045,,73,285,20.805,,29,309.625,8.979125,1.262806855,,653,2039,
11:43:33,19.3,310.82,5.998826,,76,277.875,21.1185,,25,309.4375,7.7359375,1.289575244,,647,2021,
11:43:34,24.1,310.65,7.486665,,68,282.375,19.2015,,29,309.0625,8.9628125,1.197170235,,643,2009,
11:43:35,21.7,310.79,6.744143,,65,283.4375,18.4234375,,28,309.5625,8.66775,1.285226307,,640,1998,
11:43:36,24.6,310.8,7.64568,,75,283.8125,21.2859375,,31,309.1875,9.5848125,1.253624596,,638,1993,
11:43:37,25.8,310.68,8.015544,,72,275.8125,19.8585,,32,309.625,9.908,1.236098261,,635,1985,
11:43:38,27.2,310.78,8.453216,,60,285.125,17.1075,,31,309.0625,9.5809375,1.133407392,,637,1989,
11:43:39,30.4,310.51,9.439504,,63,281.6875,17.7463125,,36,308.9375,11.12175,1.178213389,,636,1987,
11:43:40,26.8,310.67,8.325956,,78,278.9375,21.757125,,32,309.4375,9.902,1.189292857,,637,1990,
11:43:41,30.2,310.53,9.378006,,66,286.75,18.9255,,36,308.3125,11.09925,1.18354051,,637,1989,
11:43:42,28.4,310.63,8.821892,,64,281.875,18.04,,33,309.4375,10.2114375,1.157511053,,637,1991,
11:43:43,26.3,310.89,8.176407,,64,283.1875,18.124,,31,310,9.61,1.175332882,,638,1993,
11:43:44,29.8,310.6,9.25588,,68,285.875,19.4395,,33,309.5625,10.2155625,1.10368355,,636,1987,
11:43:45,28.4,310.75,8.8253,,70,275.125,19.25875,,34,308.8125,10.499625,1.189718763,,634,1981,
11:43:46,32,310.51,9.93632,,71,284.4375,20.1950625,,37,308.5625,11.4168125,1.14899807,,634,1981,
11:43:47,41.2,310.05,12.77406,,62,282.6875,17.526625,,44,308.5625,13.57675,1.0628375,,634,1981,
11:43:48,38.3,310.17,11.879511,,69,281.6875,19.4364375,,41,308.3125,12.6408125,1.064085256,,634,1980,
11:43:49,37.9,310.12,11.753548,,73,289,21.097,,43,308.1875,13.2520625,1.127494651,,635,1983,
11:43:50,40.2,309.8,12.45396,,68,290.1875,19.73275,,46,307.75,14.1565,1.136706718,,636,1986,
11:43:51,39.8,310.06,12.340388,,71,289.25,20.53675,,43,308.1875,13.2520625,1.073877296,,636,1988,
11:43:52,40.7,310,12.617,,73,284.3125,20.7548125,,44,307.875,13.5465,1.073670445,,636,1988,
11:43:53,41.9,309.88,12.983972,,72,282.5625,20.3445,,44,308.4375,13.57125,1.045230997,,636,1986,
11:43:54,37.4,309.94,11.591756,,74,279.375,20.67375,,44,308.9375,13.59325,1.172665298,,635,1985,
11:43:55,42,309.61,13.00362,,71,287.0625,20.3814375,,49,307.25,15.05525,1.157773758,,637,1988,
11:43:56,44.2,309.59,13.683878,,76,287.9375,21.88325,,49,307.625,15.073625,1.101560903,,635,1984,
11:43:57,41.7,309.85,12.920745,,77,285.625,21.993125,,45,307.875,13.854375,1.072258217,,638,1991,
11:43:58,45.6,309.44,14.110464,,71,279.125,19.817875,,49,307.75,15.07975,1.068692709,,636,1987,
11:43:59,42.7,309.66,13.222482,,68,284.0625,19.31625,,46,307.75,14.1565,1.070638629,,636,1988,
11:44:00,46.6,309.25,14.41105,,76,283.6875,21.56025,,52,307.25,15.977,1.108663144,,634,1982,
11:44:01,49.2,309.16,15.210672,,84,289.1875,24.29175,,54,308,16.632,1.093442814,,635,1983,
