Date, Odometer, Battery Energy, Hours Charging, Hours Running, Hours On,,,,,,,,,
14:09:00,0.6,312.17,0,187.302,0,853,4095,310.375,6.13,343,60,1,0,1
14:09:01,2.5,312.21,0,780.525,0,0,0,310.625,0,0,60,1,0,1
14:09:02,7.2,312.13,0,2247.336,0,0,0,0,0,0,60,1,0,0
14:09:03,84.9,305.33,0,25922.517,156,1667,109,304.5,-7.6,-370,60,1,0,1
14:09:04,38.6,308.64,0,11913.504,83,1989,44,306.625,-12,-606,60,1,0,1
14:09:05,9.4,310.93,0,2922.742,20,2030,12,309.1875,-13.5,-665,60,1,0,1
14:09:06,13.1,311.17,0,4076.327,29,2009,11,309.4375,-13.3,-661,60,1,0,1
14:09:07,23.8,310.32,0,7385.616,45,2102,23,308.8125,-13.6,-670,60,1,0,1
14:09:08,22.9,310.22,0,7104.038,43,2215,25,308.9375,-14.4,-716,60,1,0,1
14:09:09,25,310.01,0,7750.25,44,2333,27,308.25,-14.15,-749,60,1,0,1
14:09:10,9.3,311.04,0,2892.672,19,2454,14,309.5625,-16.5,-818,60,1,0,1
14:09:11,5.2,311.73,0,1620.996,8,2402,5,309.8125,-16.4,-813,60,1,0,1
14:09:12,-1.2,312.34,374.808,0,0,2278,4095,310.75,-16.2,-809,60,1,0,1
14:09:13,3.5,312.17,0,1092.595,5,2267,2,310.875,-15.6,-769,60,1,0,1
14:09:14,10,311.72,0,3117.2,18,2211,7,310.375,-14.12,-735,60,1,0,1
14:09:15,16.2,311.25,0,5042.25,32,2169,16,309.9375,-14.4,-714,60,1,0,1
14:09:16,17.8,311.03,0,5536.334,32,2204,18,309.1875,-14.7,-723,60,1,0,1
14:09:17,18.9,310.88,0,5875.632,34,2222,19,308.6875,-14.9,-729,60,1,0,1
14:09:18,16.2,311.04,0,5038.848,28,2278,17,309.6875,-14.15,-748,60,1,0,1
14:09:19,12.6,311.34,0,3922.884,19,2282,13,310,-15.4,-763,60,1,0,1
14:09:20,7.9,311.69,0,2462.351,16,2306,10,309.9375,-15.6,-771,60,1,0,1
14:09:21,4.8,312.09,0,1498.032,5,2209,4,309.9375,-15.1,-751,60,1,0,1
14:09:22,-1,312.65,312.65,0,0,1927,4094,311,-14.5,-714,60,1,0,1
14:09:23,1.6,312.47,0,499.952,0,1801,0,310.875,-12.11,-632,60,1,0,1
14:09:24,6.8,312.14,0,2122.552,10,1746,4,310.375,-11.9,-578,60,1,0,1
14:09:25,11.4,311.65,0,3552.81,0,1627,11,311,-10.8,-523,60,1,0,1
14:09:26,-0.4,312.67,125.068,0,0,1149,4095,311,-8.12,-438,60,1,0,1
14:09:27,0.9,312.71,0,281.439,0,584,0,311.6875,-4.15,-239,60,1,0,1
14:09:28,0.6,312.78,0,187.668,0,0,0,311.6875,0,0,60,1,0,1
14:09:29,0.5,312.85,0,156.425,0,0,0,311.375,0,1,60,1,0,1
14:09:30,0.9,312.86,0,281.574,5,77,0,310.75,0.1,5,60,1,0,1
14:09:31,29.3,310.14,0,9087.102,133,943,40,309.1875,3.1,168,60,1,0,1
14:09:32,34.6,309.96,0,10724.616,107,1444,37,308.25,7.9,389,60,1,0,1
14:09:33,16.7,310.64,0,5187.688,45,1828,32,309.1875,10.14,546,60,1,0,1
14:09:34,-4.2,312.25,1311.45,0,0,1225,0,311.25,9.3,462,60,1,0,1
14:09:35,-2.6,312.89,813.514,0,13,951,4092,311.25,7.11,385,60,1,0,1
14:09:36,0.2,312.81,0,62.562,8,641,4094,311,5.6,269,60,1,0,1
14:09:37,0.7,312.79,0,218.953,0,525,4095,310.875,3.11,187,60,1,0,1
14:09:38,0.8,312.83,0,250.264,0,271,4095,311.25,2.6,116,60,1,0,1
14:09:39,0.8,312.87,0,250.296,0,175,4095,311.25,1.6,69,60,1,0,1
14:09:40,1.1,312.89,0,344.179,10,19,0,311.25,0.4,14,60,1,0,1
14:09:41,87.5,307.54,0,26909.75,292,1389,88,305.1875,-6.3,-314,60,1,0,1
14:09:42,96.7,304.28,0,29423.876,157,2606,107,301.9375,-13.13,-699,60,1,0,1
14:09:43,45.3,307.5,0,13929.75,71,2939,59,305.4375,-19.1,-953,60,1,0,1
14:09:44,6.1,310.93,0,1896.673,8,3018,12,310.125,-20.8,-1024,60,1,0,1
14:09:45,-4.3,312.27,1342.761,0,4,2641,4092,311.125,-19.11,-986,60,1,0,1
14:09:46,-4.9,312.71,1532.279,0,8,2509,4090,311.125,-18.5,-915,60,1,0,1
14:09:47,0,312.5,0,0,0,2310,4095,311.25,-16.13,-841,60,1,0,1
14:09:48,2.8,312.34,0,874.552,5,2291,2,310.625,-15.12,-788,60,1,0,1
14:09:49,5.4,312.15,0,1685.61,9,2252,5,310.25,-15.4,-762,60,1,0,1
14:09:50,7.7,311.97,0,2402.169,13,2248,8,309.8125,-14.15,-749,60,1,0,1
14:09:51,7.7,311.94,0,2401.938,13,2269,8,311,-14.15,-747,60,1,0,1
14:09:52,6.4,312.16,0,1997.824,10,2254,5,310.25,-15.2,-757,60,1,0,1
14:09:53,5.8,312.21,0,1810.818,10,2250,6,310.125,-15.2,-756,60,1,0,1
14:09:54,12.6,311.75,0,3928.05,21,2194,11,310,-14.7,-722,60,1,0,1
14:09:55,19.1,311.11,0,5942.201,35,2165,19,310.125,-14.1,-704,60,1,0,1
14:09:56,1,312.69,0,312.69,0,1786,4094,311,-12.13,-640,60,1,0,1
14:09:57,26.6,310.71,0,8264.886,58,1931,26,309.4375,-12.1,-604,60,1,0,1
14:09:58,3.5,312.31,0,1093.085,8,1843,1,310,-12.9,-630,60,1,0,1
14:09:59,29,310.23,0,8996.67,57,2119,31,308.25,-13.5,-665,60,1,0,1
14:10:00,3.4,310.63,0,1056.142,20,2202,23,309.9375,-14.4,-713,60,1,0,1
14:10:01,-16.7,313.8,5240.46,0,39,1758,4081,312.3125,-13.6,-670,60,1,0,1
14:10:02,-14.6,314.11,4586.006,0,49,1288,4081,312.4375,-10.5,-518,60,1,0,1
14:10:02,0,0,0,0,44,0,0,311.9375,0,0,0,0,0,1
14:10:03,4.2,312.79,0,1313.718,11,1301,1,311.375,-8.9,-430,60,1,0,1
14:10:04,2.8,312.84,0,875.952,6,1442,0,311.5,-8.15,-447,60,1,0,1
14:10:05,117.7,301.13,0,35443.001,299,2305,130,299.8125,-11.4,-566,60,1,0,1
14:10:06,91.7,303.94,0,27871.298,133,3070,108,301.375,-17.13,-896,60,1,0,1
14:10:07,45.4,307.37,0,13954.598,55,3191,55,305.1875,-20.8,-1028,60,1,0,1
14:10:08,9.3,310.56,0,2888.208,16,3048,15,309.0625,-20.11,-1035,60,1,0,1
14:10:09,-6.9,312.39,2155.491,0,11,2696,4088,310.375,-19.14,-991,60,1,0,1
14:10:10,-8.6,312.65,2688.79,0,16,2316,4091,311,-17.4,-861,60,1,0,1
14:10:11,-1.6,312.6,500.16,0,4,1691,4092,311.375,-12.14,-638,60,1,0,1
14:10:12,0.7,312.44,0,218.708,0,1205,4091,311.25,-10.6,-519,60,1,0,1
14:10:13,0.9,312.46,0,281.214,0,330,0,310.625,-1.15,-104,60,1,0,1
14:10:14,1.3,312.5,0,406.25,0,252,0,310.625,-1.8,-77,60,1,0,1
14:10:15,2.6,312.48,0,812.448,45,38,1,310.5,-0.8,-29,60,1,0,1
14:10:16,51.9,308.52,0,16012.188,222,1034,57,305.8125,3.11,198,60,1,0,1
14:10:17,77.4,305.93,0,23678.982,176,1917,84,303.0625,9.13,498,60,1,0,1
14:10:18,96.5,303.94,0,29330.21,180,2510,99,301.9375,13.11,683,60,1,0,1
14:10:19,104.5,302.68,0,31630.06,143,3139,113,300.25,18.3,917,60,1,0,1
14:10:20,109.1,302.03,0,32951.473,126,3826,116,299.0625,22.7,1125,60,1,0,1
14:10:21,112.5,301.42,0,33909.75,115,4242,120,299.0625,26.5,1320,60,1,0,1
14:10:22,111.2,301.3,0,33504.56,98,4476,116,298.5625,30.4,1517,59,1,0,1
14:10:23,0,309.93,0,0,12,4173,0,307.875,30.4,1501,59,1,0,1
14:10:24,-23,312.04,7176.92,0,25,3729,4084,310.75,28.14,1442,59,1,0,1
14:10:25,-41.5,314.57,13054.655,0,49,3421,4056,312.5625,25.9,1273,59,1,0,1
14:10:26,-48.3,315.99,15262.317,0,64,2909,4046,314,21.14,1091,59,1,0,1
14:10:27,8.4,311.6,0,2617.44,8,3061,7,309.3125,20.5,1020,59,1,0,1
14:10:28,-0.1,311.88,31.188,0,0,2539,2,310.375,18.13,933,59,1,0,1
14:10:29,-8.6,312.84,2690.424,0,16,2356,4086,311.125,17.12,886,59,1,0,1
14:10:30,-11.4,313.18,3570.252,0,21,1928,4084,311.6875,14.13,738,59,1,0,1
14:10:31,5.7,312.05,0,1778.685,10,1880,2,310.75,12.6,623,59,1,0,1
14:10:32,0.4,312.23,0,124.892,0,1510,4095,310.75,11.8,566,59,1,0,1
14:10:33,1.4,312.25,0,437.15,4,1356,4095,310.125,9.3,460,59,1,0,1
14:10:34,69.8,306.52,0,21395.096,196,1783,87,303.75,9.11,483,59,1,0,1
14:10:35,-4.5,312.24,1405.08,0,13,1375,4092,311,10.11,535,59,1,0,1
14:10:36,73.9,308.22,0,22777.458,191,2156,47,303.5,10.13,556,59,1,0,1
14:10:37,-12.2,312.56,3813.232,0,27,1940,0,310.25,13.1,673,59,1,0,1
14:10:38,-15.2,313.26,4761.552,0,44,1460,4081,311.8125,11.8,572,59,1,0,1
14:10:39,-8.2,313.08,2567.256,0,36,1011,4087,311.6875,8.5,416,59,1,0,1
14:10:40,-3.3,312.78,1032.174,0,15,680,4092,311,5.12,288,59,1,0,1
14:10:41,0.7,312.45,0,218.715,0,699,0,310.875,4.11,236,59,1,0,1
14:10:42,0.7,312.48,0,218.736,0,544,0,310.5,3.13,192,59,1,0,1
14:10:43,0.7,312.51,0,218.757,0,466,0,310.5,3.11,187,59,1,0,1
14:10:44,1.3,312.52,0,406.276,0,408,0,310.75,2.8,126,59,1,0,1
14:10:45,0.7,312.58,0,218.806,0,233,4095,311.125,2.7,122,59,1,0,1
14:10:46,1.5,312.57,0,468.855,8,350,0,310.375,2,103,59,1,0,1
14:10:47,0.7,312.52,0,218.764,0,349,2,310.375,2.14,145,59,1,0,1
14:10:48,0.6,312.64,0,187.584,0,0,0,310.875,0,0,59,1,0,1
14:10:49,0.6,312.69,0,187.614,0,0,0,310.75,0,0,59,1,0,1
14:10:50,0.6,312.74,0,187.644,0,0,0,311.375,0,0,59,1,0,1
14:10:51,0.6,312.76,0,187.656,0,0,0,310.875,0,0,59,1,0,1
14:10:52,0.6,312.79,0,187.674,0,0,0,310.875,0,0,59,1,0,1
14:10:53,0.6,312.83,0,187.698,0,0,0,311.6875,0,0,59,1,0,1
14:10:54,0.6,312.86,0,187.716,0,0,0,311,0,0,59,1,0,1
14:10:55,0.5,312.89,0,156.445,0,0,0,310.75,0,0,59,1,0,1
14:10:56,0.6,312.91,0,187.746,0,0,0,311,0,0,59,1,0,1
14:10:57,0.6,312.94,0,187.764,0,0,0,311.25,0,0,59,1,0,1
14:10:58,0.6,312.96,0,187.776,0,0,0,310.5,0,0,59,1,0,1
14:10:59,0.6,312.99,0,187.794,0,0,0,311.25,0,0,59,1,0,1
14:11:00,0.5,313,0,156.5,0,0,0,310.625,0,0,59,1,0,1
14:11:01,0.5,313.02,0,156.51,0,0,0,311.625,0,0,59,1,0,1
14:11:01,0,0,0,0,0,0,0,310.875,0,0,0,0,0,0
14:11:02,0.5,313.05,0,156.525,0,0,0,311.25,0,0,59,1,0,0
14:11:03,0.5,313.07,0,156.535,0,0,0,311.8125,0,0,59,1,0,0
14:11:04,0.5,313.09,0,156.545,0,0,0,311.25,0,0,59,1,0,0
14:11:05,0.5,313.11,0,156.555,0,0,0,311.5,0,0,59,1,0,0
14:11:06,0.5,313.13,0,156.565,0,0,0,310.5,0,0,59,1,0,0
14:11:07,0.5,313.16,0,156.58,0,0,0,312.4375,0,0,59,1,0,0
14:11:08,0.5,313.16,0,156.58,0,0,0,311.5,0,0,59,1,0,0
14:11:09,0.5,313.18,0,156.59,0,0,0,311.8125,0,0,59,1,0,0
14:11:10,0.5,313.21,0,156.605,0,0,0,310.75,0,0,59,1,0,0
14:11:11,0.5,313.21,0,156.605,0,0,0,311.625,0,0,59,1,0,0
14:11:12,0.5,313.23,0,156.615,0,0,0,311.375,0,0,59,1,0,0
14:11:13,0.5,313.24,0,156.62,0,0,0,311.625,0,0,59,1,0,0
14:11:14,0.5,313.26,0,156.63,0,0,0,311.6875,0,0,59,1,0,0
14:11:15,0.5,313.27,0,156.635,0,0,0,311.625,0,0,59,1,0,0
14:11:16,0.5,313.3,0,156.65,0,0,0,311.9375,0,0,59,1,0,0
14:11:17,0.5,313.3,0,156.65,0,0,0,312.3125,0,0,59,1,0,0
14:11:18,0.5,313.29,0,156.645,0,0,0,311.625,0,0,59,1,0,0
14:11:19,0.5,313.33,0,156.665,0,0,0,311.625,0,0,59,1,0,0
14:11:20,0.5,313.34,0,156.67,0,0,0,311.5,0,0,59,1,0,0
14:11:21,0.5,313.35,0,156.675,0,0,0,311.625,0,0,59,1,0,0
14:11:22,0.5,313.35,0,156.675,0,0,0,311.375,0,0,59,1,0,0
14:11:23,0.5,313.38,0,156.69,0,0,0,311.6875,0,0,59,1,0,0
14:11:24,0.5,313.4,0,156.7,0,0,0,311,0,0,59,1,0,0
14:11:25,0.5,313.39,0,156.695,0,0,0,311.375,0,0,59,1,0,0
14:11:26,0.5,313.41,0,156.705,0,0,0,311.6875,0,0,59,1,0,0
14:11:27,0.5,313.43,0,156.715,0,0,0,311.125,0,0,59,1,0,0
14:11:28,0.5,313.42,0,156.71,0,0,0,311.8125,0,0,59,1,0,0
14:11:29,0.5,313.42,0,156.71,0,0,0,311.375,0,0,59,1,0,0
14:11:30,0.5,313.43,0,156.715,0,0,0,311.5,0,0,59,1,0,0
14:11:31,0.5,313.44,0,156.72,0,0,0,311.8125,0,0,59,1,0,0
14:11:32,0.5,313.47,0,156.735,0,0,0,311.625,0,0,59,1,0,0
14:11:33,0.5,313.48,0,156.74,0,0,0,311.8125,0,0,59,1,0,0
14:11:34,0.5,313.48,0,156.74,0,0,0,311.5,0,0,59,1,0,0
14:11:35,0.5,313.5,0,156.75,0,0,0,311.625,0,0,59,1,0,0
14:11:36,0.5,313.52,0,156.76,0,0,0,311.9375,0,0,59,1,0,0
14:11:37,0.5,313.51,0,156.755,0,0,0,311.8125,0,0,59,1,0,0
14:11:38,0.5,313.52,0,156.76,0,0,0,311.375,0,0,59,1,0,0
14:11:39,0.5,313.53,0,156.765,0,0,0,311.9375,0,0,59,1,0,0
14:11:40,0.5,313.53,0,156.765,0,0,0,311.9375,0,0,59,1,0,0
14:11:41,0.5,313.54,0,156.77,0,0,0,311.125,0,0,59,1,0,0
14:11:42,0.5,313.54,0,156.77,0,0,0,311.625,0,0,59,1,0,0
14:11:43,0.5,313.57,0,156.785,0,0,0,311.625,0,0,59,1,0,0
14:11:44,0.5,313.57,0,156.785,0,0,0,311.8125,0,0,59,1,0,0
14:11:45,0.5,313.58,0,156.79,0,0,0,312.6875,0,0,59,1,0,0
14:11:46,0.5,313.58,0,156.79,0,0,0,311.625,0,0,59,1,0,0
14:11:47,0.5,313.58,0,156.79,0,0,0,311.125,0,0,59,1,0,0
14:11:48,0.5,313.59,0,156.795,0,0,0,311.8125,0,0,59,1,0,0
14:11:49,0.5,313.6,0,156.8,0,0,0,311.375,0,0,59,1,0,0
14:11:50,0.5,313.6,0,156.8,0,0,0,311.6875,0,0,59,1,0,0
14:11:51,0.5,313.61,0,156.805,0,0,0,311.375,0,0,59,1,0,0
14:11:52,0.5,313.62,0,156.81,0,0,0,312.3125,0,0,59,1,0,0
14:11:53,0.5,313.63,0,156.815,0,0,0,311.625,0,0,59,1,0,0
14:11:54,0.5,313.63,0,156.815,0,0,0,311.9375,0,0,59,1,0,0
14:11:55,0.5,313.65,0,156.825,0,0,0,312.0625,0,0,59,1,0,0
14:11:56,0.5,313.64,0,156.82,0,0,0,311.6875,0,0,59,1,0,0
14:11:57,0.5,313.64,0,156.82,0,0,0,311.625,0,0,59,1,0,0
14:11:58,0.5,313.65,0,156.825,0,0,0,312.0625,0,0,59,1,0,0
14:11:59,0.5,313.66,0,156.83,0,0,0,311.9375,0,0,59,1,0,0
14:12:00,0.5,313.68,0,156.84,0,0,0,311.9375,0,0,59,1,0,0
14:12:01,0.5,313.68,0,156.84,0,0,0,311.6875,0,0,59,1,0,0
14:12:01,0,0,0,0,0,0,0,311.625,0,0,0,0,0,0
14:12:02,0.5,313.68,0,156.84,0,0,0,311.6875,0,0,59,1,0,0
14:12:03,0.5,313.68,0,156.84,0,0,0,312.1875,0,0,59,1,0,0
14:12:04,0.5,313.69,0,156.845,0,0,0,311.8125,0,0,59,1,0,0
14:12:05,0.5,313.69,0,156.845,0,0,0,312.4375,0,0,59,1,0,0
14:12:06,0.5,313.69,0,156.845,0,0,0,311.8125,0,0,59,1,0,0
14:12:07,0.5,313.7,0,156.85,0,0,0,311.9375,0,0,59,1,0,0
14:12:08,0.5,313.72,0,156.86,0,0,0,312.0625,0,0,59,1,0,0
14:12:09,0.5,313.71,0,156.855,0,0,0,312.3125,0,0,59,1,0,0
14:12:10,0.5,313.71,0,156.855,0,0,0,312.1875,0,0,59,1,0,0
14:12:11,0.5,313.72,0,156.86,0,0,0,311.375,0,0,59,1,0,0
14:12:12,0.5,313.71,0,156.855,0,0,0,311.6875,0,0,59,1,0,0
14:12:13,0.5,313.72,0,156.86,0,0,0,311.9375,0,0,59,1,0,0
14:12:14,0.5,313.73,0,156.865,0,0,0,311.8125,0,0,59,1,0,0
14:12:15,0.5,313.74,0,156.87,0,0,0,312.3125,0,0,59,1,1,0
14:12:16,0.5,313.75,0,156.875,0,0,0,312.0625,0,0,59,1,1,0
14:12:17,0.5,313.74,0,156.87,0,0,0,312.0625,0,0,59,1,1,0
14:12:18,0.5,313.75,0,156.875,0,0,0,311.9375,0,0,59,1,1,0
14:12:19,0.5,313.75,0,156.875,0,0,0,311.9375,0,0,59,1,1,0
14:12:20,0.5,313.76,0,156.88,0,0,0,311.9375,0,0,59,1,1,0
14:12:21,0.5,313.76,0,156.88,0,0,0,311.9375,0,0,59,1,1,0
14:12:22,0.5,313.77,0,156.885,0,0,0,311.625,0,0,59,1,1,0
14:12:23,0.5,313.78,0,156.89,0,0,0,311.9375,0,0,59,1,1,0
14:12:24,0.1,313.82,0,31.382,0,0,0,311.9375,0,0,59,1,1,0
14:12:25,-0.1,313.84,31.384,0,0,0,0,312.4375,0,0,59,1,1,0
14:12:26,-1.2,313.93,376.716,0,0,0,0,311.9375,0,0,59,1,1,0
14:12:27,-2.2,314.03,690.866,0,0,0,0,312.4375,0,0,59,1,1,0
14:12:28,-3,314.12,942.36,0,0,0,0,312.6875,0,0,59,1,1,0
14:12:29,-4,314.23,1256.92,0,0,0,0,312.6875,0,0,59,1,1,0
14:12:30,-4.9,314.34,1540.266,0,0,0,0,312.1875,0,0,59,1,1,0
14:12:31,-5.8,314.42,1823.636,0,0,0,0,312.4375,0,0,59,1,1,0
14:12:32,-6.7,314.57,2107.619,0,0,0,0,312.8125,0,0,59,1,1,0
14:12:33,-7.6,314.65,2391.34,0,0,0,0,312.3125,0,0,59,1,1,0
14:12:34,-8.6,314.8,2707.28,0,0,0,0,313.1875,0,0,59,1,1,0
14:12:35,-9.5,314.92,2991.74,0,0,0,0,313.75,0,0,59,1,1,0
14:12:36,-10.4,315.04,3276.416,0,0,0,0,313.75,0,0,59,1,1,0
14:12:37,-11.3,315.17,3561.421,0,0,0,0,313.0625,0,0,59,1,1,0
14:12:38,-12.3,315.26,3877.698,0,0,0,0,313.375,0,0,59,1,1,0
14:12:39,-13.2,315.43,4163.676,0,0,0,0,314.125,0,0,59,1,1,0
14:12:40,-14.1,315.55,4449.255,0,0,0,0,313.0625,0,0,59,1,1,0
14:12:41,-15,315.69,4735.35,0,0,0,0,313.375,0,0,59,1,1,0
14:12:42,-15.9,315.82,5021.538,0,0,0,0,313.875,0,0,59,1,1,0
14:12:43,-16.7,315.96,5276.532,0,0,0,0,313.75,0,0,59,1,1,0
14:12:44,-17.3,316.05,5467.665,0,0,0,0,314.5,0,0,59,1,1,0
14:12:45,-17.6,316.13,5563.888,0,0,0,0,313.625,0,0,60,1,1,0
14:12:46,-17.6,316.2,5565.12,0,0,0,0,314,0,0,60,1,1,0
14:12:47,-17.6,316.25,5566,0,0,0,0,314.25,0,0,60,1,1,0
14:12:48,-17.6,316.32,5567.232,0,0,0,0,314.5,0,0,60,1,1,0
14:12:49,-17.6,316.34,5567.584,0,0,0,0,313.75,0,0,60,1,1,0
14:12:50,-17.6,316.38,5568.288,0,0,0,0,314.875,0,0,60,1,1,0
14:12:51,-17.6,316.42,5568.992,0,0,0,0,314.625,0,0,60,1,1,0
14:12:52,-17.6,316.46,5569.696,0,0,0,0,315,0,0,60,1,1,0
14:12:53,-17.6,316.49,5570.224,0,0,0,0,314.625,0,0,60,1,1,0
14:12:54,-17.6,316.52,5570.752,0,0,0,0,314,0,0,60,1,1,0
14:12:55,-17.6,316.55,5571.28,0,0,0,0,314.625,0,0,60,1,1,0
14:12:56,-17.6,316.58,5571.808,0,0,0,0,314.375,0,0,60,1,1,0
14:12:57,-17.6,316.62,5572.512,0,0,0,0,314.875,0,0,60,1,1,0
14:12:58,-17.6,316.64,5572.864,0,0,0,0,314.875,0,0,60,1,1,0
14:12:59,-17.6,316.68,5573.568,0,0,0,0,314.375,0,0,60,1,1,0
14:13:00,-17.6,316.68,5573.568,0,0,0,0,315.1875,0,0,60,1,1,0
14:13:01,-17.6,316.72,5574.272,0,0,0,0,314.625,0,0,60,1,1,0
